"Id","Cement","Blast_Furnace_Slag","Fly Ash","Water","Superplasticizer","Coarse_Aggregate","Fine_Aggregate","Age","Concrete_compressive_strength"
115.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,7.00,22.89
116.00,337.90,189.00,0.00,174.90,9.50,944.70,755.80,7.00,35.10
117.00,374.00,189.20,0.00,170.10,10.10,926.10,756.70,28.00,61.09
118.00,313.30,262.20,0.00,175.50,8.60,1046.90,611.80,28.00,59.79
119.00,425.00,106.30,0.00,153.50,16.50,852.10,887.10,28.00,60.29
120.00,425.00,106.30,0.00,151.40,18.60,936.00,803.70,28.00,61.79
121.00,375.00,93.80,0.00,126.60,23.40,852.10,992.60,28.00,56.69
122.00,475.00,118.80,0.00,181.10,8.90,852.10,781.50,28.00,68.29
123.00,469.00,117.20,0.00,137.80,32.20,852.10,840.50,28.00,66.89
124.00,425.00,106.30,0.00,153.50,16.50,852.10,887.10,28.00,60.29
125.00,388.60,97.10,0.00,157.90,12.10,852.10,925.70,28.00,50.69
126.00,531.30,0.00,0.00,141.80,28.20,852.10,893.70,28.00,56.39
127.00,425.00,106.30,0.00,153.50,16.50,852.10,887.10,28.00,60.29
128.00,318.80,212.50,0.00,155.70,14.30,852.10,880.40,28.00,55.49
129.00,401.80,94.70,0.00,147.40,11.40,946.80,852.10,28.00,68.49
130.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,28.00,71.29
131.00,323.70,282.80,0.00,183.80,10.30,942.70,659.90,28.00,74.69
132.00,379.50,151.20,0.00,153.90,15.90,1134.30,605.00,28.00,52.20
133.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,28.00,71.29
134.00,286.30,200.90,0.00,144.70,11.20,1004.60,803.70,28.00,67.69
135.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,28.00,71.29
136.00,439.00,177.00,0.00,186.00,11.10,884.90,707.90,28.00,65.99
137.00,389.90,189.00,0.00,145.90,22.00,944.70,755.80,28.00,74.49
138.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,28.00,71.29
139.00,337.90,189.00,0.00,174.90,9.50,944.70,755.80,28.00,49.89
140.00,374.00,189.20,0.00,170.10,10.10,926.10,756.70,56.00,63.39
141.00,313.30,262.20,0.00,175.50,8.60,1046.90,611.80,56.00,64.90
142.00,425.00,106.30,0.00,153.50,16.50,852.10,887.10,56.00,64.30
143.00,425.00,106.30,0.00,151.40,18.60,936.00,803.70,56.00,64.90
144.00,375.00,93.80,0.00,126.60,23.40,852.10,992.60,56.00,60.19
145.00,475.00,118.80,0.00,181.10,8.90,852.10,781.50,56.00,72.29
146.00,469.00,117.20,0.00,137.80,32.20,852.10,840.50,56.00,69.29
147.00,425.00,106.30,0.00,153.50,16.50,852.10,887.10,56.00,64.30
148.00,388.60,97.10,0.00,157.90,12.10,852.10,925.70,56.00,55.19
149.00,531.30,0.00,0.00,141.80,28.20,852.10,893.70,56.00,58.79
150.00,425.00,106.30,0.00,153.50,16.50,852.10,887.10,56.00,64.30
151.00,318.80,212.50,0.00,155.70,14.30,852.10,880.40,56.00,66.10
152.00,401.80,94.70,0.00,147.40,11.40,946.80,852.10,56.00,73.69
153.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,56.00,77.29
154.00,323.70,282.80,0.00,183.80,10.30,942.70,659.90,56.00,80.19
155.00,379.50,151.20,0.00,153.90,15.90,1134.30,605.00,56.00,54.89
156.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,56.00,77.29
157.00,286.30,200.90,0.00,144.70,11.20,1004.60,803.70,56.00,72.99
158.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,56.00,77.29
159.00,439.00,177.00,0.00,186.00,11.10,884.90,707.90,56.00,71.69
160.00,389.90,189.00,0.00,145.90,22.00,944.70,755.80,56.00,79.40
161.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,56.00,77.29
162.00,337.90,189.00,0.00,174.90,9.50,944.70,755.80,56.00,59.89
163.00,374.00,189.20,0.00,170.10,10.10,926.10,756.70,91.00,64.90
164.00,313.30,262.20,0.00,175.50,8.60,1046.90,611.80,91.00,66.59
165.00,425.00,106.30,0.00,153.50,16.50,852.10,887.10,91.00,65.19
166.00,425.00,106.30,0.00,151.40,18.60,936.00,803.70,91.00,66.69
167.00,375.00,93.80,0.00,126.60,23.40,852.10,992.60,91.00,62.50
168.00,475.00,118.80,0.00,181.10,8.90,852.10,781.50,91.00,74.19
169.00,469.00,117.20,0.00,137.80,32.20,852.10,840.50,91.00,70.69
170.00,425.00,106.30,0.00,153.50,16.50,852.10,887.10,91.00,65.19
171.00,388.60,97.10,0.00,157.90,12.10,852.10,925.70,91.00,57.59
172.00,531.30,0.00,0.00,141.80,28.20,852.10,893.70,91.00,59.19
173.00,425.00,106.30,0.00,153.50,16.50,852.10,887.10,91.00,65.19
174.00,318.80,212.50,0.00,155.70,14.30,852.10,880.40,91.00,68.09
175.00,401.80,94.70,0.00,147.40,11.40,946.80,852.10,91.00,75.49
176.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,91.00,79.29
177.00,379.50,151.20,0.00,153.90,15.90,1134.30,605.00,91.00,56.49
178.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,91.00,79.29
179.00,286.30,200.90,0.00,144.70,11.20,1004.60,803.70,91.00,76.80
180.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,91.00,79.29
181.00,439.00,177.00,0.00,186.00,11.10,884.90,707.90,91.00,73.29
182.00,389.90,189.00,0.00,145.90,22.00,944.70,755.80,91.00,82.59
183.00,362.60,189.00,0.00,164.90,11.60,944.70,755.80,91.00,79.29
184.00,337.90,189.00,0.00,174.90,9.50,944.70,755.80,91.00,67.79
185.00,222.36,0.00,96.67,189.29,4.46,967.08,870.32,3.00,11.57
186.00,222.36,0.00,96.67,189.29,4.46,967.08,870.32,14.00,24.44
187.00,222.36,0.00,96.67,189.29,4.46,967.08,870.32,28.00,24.89
188.00,222.36,0.00,96.67,189.29,4.46,967.08,870.32,56.00,29.44
189.00,222.36,0.00,96.67,189.29,4.46,967.08,870.32,100.00,40.71
190.00,233.81,0.00,94.58,197.89,4.56,947.04,852.16,3.00,10.38
191.00,233.81,0.00,94.58,197.89,4.56,947.04,852.16,14.00,22.13
192.00,233.81,0.00,94.58,197.89,4.56,947.04,852.16,28.00,22.83
193.00,233.81,0.00,94.58,197.89,4.56,947.04,852.16,56.00,27.66
194.00,233.81,0.00,94.58,197.89,4.56,947.04,852.16,100.00,34.55
195.00,194.68,0.00,100.52,165.62,7.48,1006.40,905.90,3.00,12.45
196.00,194.68,0.00,100.52,165.62,7.48,1006.40,905.90,14.00,24.98
197.00,194.68,0.00,100.52,165.62,7.48,1006.40,905.90,28.00,25.72
198.00,194.68,0.00,100.52,165.62,7.48,1006.40,905.90,56.00,33.96
199.00,194.68,0.00,100.52,165.62,7.48,1006.40,905.90,100.00,37.34
200.00,190.68,0.00,125.40,162.14,7.77,1090.00,804.01,3.00,15.04
201.00,190.68,0.00,125.40,162.14,7.77,1090.00,804.01,14.00,21.06
202.00,190.68,0.00,125.40,162.14,7.77,1090.00,804.01,28.00,26.40
203.00,190.68,0.00,125.40,162.14,7.77,1090.00,804.01,56.00,35.34
204.00,190.68,0.00,125.40,162.14,7.77,1090.00,804.01,100.00,40.56
205.00,212.07,0.00,121.62,180.31,5.69,1057.60,779.32,3.00,12.47
206.00,212.07,0.00,121.62,180.31,5.69,1057.60,779.32,14.00,20.91
207.00,212.07,0.00,121.62,180.31,5.69,1057.60,779.32,28.00,24.90
208.00,212.07,0.00,121.62,180.31,5.69,1057.60,779.32,56.00,34.20
209.00,212.07,0.00,121.62,180.31,5.69,1057.60,779.32,100.00,39.61
210.00,229.97,0.00,118.31,195.47,4.63,1029.40,758.59,3.00,10.03
211.00,229.97,0.00,118.31,195.47,4.63,1029.40,758.59,14.00,20.08
212.00,229.97,0.00,118.31,195.47,4.63,1029.40,758.59,28.00,24.48
213.00,229.97,0.00,118.31,195.47,4.63,1029.40,758.59,56.00,31.53
214.00,229.97,0.00,118.31,195.47,4.63,1029.40,758.59,100.00,35.34
215.00,190.34,0.00,125.18,161.85,9.88,1088.10,802.59,3.00,9.44
216.00,190.34,0.00,125.18,161.85,9.88,1088.10,802.59,14.00,22.71
217.00,190.34,0.00,125.18,161.85,9.88,1088.10,802.59,28.00,28.46
218.00,190.34,0.00,125.18,161.85,9.88,1088.10,802.59,56.00,38.56
219.00,190.34,0.00,125.18,161.85,9.88,1088.10,802.59,100.00,40.38
220.00,166.09,0.00,163.27,176.46,4.49,1058.60,780.09,3.00,10.76
221.00,166.09,0.00,163.27,176.46,4.49,1058.60,780.09,14.00,25.48
222.00,166.09,0.00,163.27,176.46,4.49,1058.60,780.09,28.00,21.53
223.00,166.09,0.00,163.27,176.46,4.49,1058.60,780.09,56.00,28.62
224.00,166.09,0.00,163.27,176.46,4.49,1058.60,780.09,100.00,33.54
225.00,167.95,42.08,163.83,121.75,5.72,1058.70,780.11,3.00,7.74
226.00,167.95,42.08,163.83,121.75,5.72,1058.70,780.11,14.00,17.82
227.00,167.95,42.08,163.83,121.75,5.72,1058.70,780.11,28.00,24.24
228.00,167.95,42.08,163.83,121.75,5.72,1058.70,780.11,56.00,32.85
229.00,167.95,42.08,163.83,121.75,5.72,1058.70,780.11,100.00,39.23
230.00,213.72,98.05,24.51,181.71,6.86,1065.80,785.38,3.00,17.99
231.00,213.72,98.05,24.51,181.71,6.86,1065.80,785.38,14.00,30.38
232.00,213.72,98.05,24.51,181.71,6.86,1065.80,785.38,28.00,45.70
233.00,213.72,98.05,24.51,181.71,6.86,1065.80,785.38,56.00,50.77
234.00,213.72,98.05,24.51,181.71,6.86,1065.80,785.38,100.00,53.90
235.00,213.76,98.06,24.52,181.74,6.65,1066.00,785.52,3.00,13.18
236.00,213.76,98.06,24.52,181.74,6.65,1066.00,785.52,14.00,17.83
237.00,213.76,98.06,24.52,181.74,6.65,1066.00,785.52,28.00,40.23
238.00,213.76,98.06,24.52,181.74,6.65,1066.00,785.52,56.00,47.13
239.00,213.76,98.06,24.52,181.74,6.65,1066.00,785.52,100.00,49.97
240.00,229.68,0.00,118.16,195.23,6.13,1028.10,757.63,3.00,13.35
241.00,229.68,0.00,118.16,195.23,6.13,1028.10,757.63,14.00,22.31
242.00,229.68,0.00,118.16,195.23,6.13,1028.10,757.63,28.00,24.53
243.00,229.68,0.00,118.16,195.23,6.13,1028.10,757.63,56.00,31.35
244.00,229.68,0.00,118.16,195.23,6.13,1028.10,757.63,100.00,40.85
245.00,238.05,0.00,94.11,186.66,7.00,949.91,847.01,3.00,19.93
246.00,238.05,0.00,94.11,186.66,7.00,949.91,847.01,14.00,25.68
247.00,238.05,0.00,94.11,186.66,7.00,949.91,847.01,28.00,30.23
248.00,238.05,0.00,94.11,186.66,7.00,949.91,847.01,56.00,39.58
249.00,238.05,0.00,94.11,186.66,7.00,949.91,847.01,100.00,44.29
250.00,250.00,0.00,95.69,187.42,5.53,956.86,861.17,3.00,13.81
251.00,250.00,0.00,95.69,187.42,5.53,956.86,861.17,14.00,24.91
252.00,250.00,0.00,95.69,187.42,5.53,956.86,861.17,28.00,29.21
253.00,250.00,0.00,95.69,187.42,5.53,956.86,861.17,56.00,38.32
254.00,250.00,0.00,95.69,187.42,5.53,956.86,861.17,100.00,42.34
255.00,212.52,0.00,100.37,159.32,8.71,1007.80,903.59,3.00,13.54
256.00,212.52,0.00,100.37,159.32,8.71,1007.80,903.59,14.00,26.31
257.00,212.52,0.00,100.37,159.32,8.71,1007.80,903.59,28.00,31.64
258.00,212.52,0.00,100.37,159.32,8.71,1007.80,903.59,56.00,42.54
259.00,212.52,0.00,100.37,159.32,8.71,1007.80,903.59,100.00,42.91
260.00,212.57,0.00,100.39,159.35,10.37,1003.80,903.79,3.00,13.33
261.00,212.57,0.00,100.39,159.35,10.37,1003.80,903.79,14.00,25.37
262.00,212.57,0.00,100.39,159.35,10.37,1003.80,903.79,28.00,37.40
263.00,212.57,0.00,100.39,159.35,10.37,1003.80,903.79,56.00,44.39
264.00,212.57,0.00,100.39,159.35,10.37,1003.80,903.79,100.00,47.73
265.00,212.00,0.00,124.78,159.00,7.84,1085.40,799.54,3.00,19.51
266.00,212.00,0.00,124.78,159.00,7.84,1085.40,799.54,14.00,31.35
267.00,212.00,0.00,124.78,159.00,7.84,1085.40,799.54,28.00,38.50
268.00,212.00,0.00,124.78,159.00,7.84,1085.40,799.54,56.00,45.08
269.00,212.00,0.00,124.78,159.00,7.84,1085.40,799.54,100.00,47.81
270.00,231.75,0.00,121.62,173.96,6.72,1056.40,778.45,3.00,15.43
271.00,231.75,0.00,121.62,173.96,6.72,1056.40,778.45,14.00,26.77
272.00,231.75,0.00,121.62,173.96,6.72,1056.40,778.45,28.00,33.72
273.00,231.75,0.00,121.62,173.96,6.72,1056.40,778.45,56.00,42.69
274.00,231.75,0.00,121.62,173.96,6.72,1056.40,778.45,100.00,45.83
275.00,251.37,0.00,118.27,188.45,5.75,1028.40,757.73,3.00,17.22
276.00,251.37,0.00,118.27,188.45,5.75,1028.40,757.73,14.00,29.93
277.00,251.37,0.00,118.27,188.45,5.75,1028.40,757.73,28.00,29.65
278.00,251.37,0.00,118.27,188.45,5.75,1028.40,757.73,56.00,36.96
279.00,251.37,0.00,118.27,188.45,5.75,1028.40,757.73,100.00,43.58
280.00,251.37,0.00,118.27,188.45,6.35,1028.40,757.73,3.00,13.12
281.00,251.37,0.00,118.27,188.45,6.35,1028.40,757.73,14.00,24.42
282.00,251.37,0.00,118.27,188.45,6.35,1028.40,757.73,28.00,32.66
283.00,251.37,0.00,118.27,188.45,6.35,1028.40,757.73,56.00,36.63
284.00,251.37,0.00,118.27,188.45,6.35,1028.40,757.73,100.00,44.20
285.00,181.38,0.00,167.01,169.59,7.56,1055.60,777.80,3.00,13.62
286.00,181.38,0.00,167.01,169.59,7.56,1055.60,777.80,14.00,21.60
287.00,181.38,0.00,167.01,169.59,7.56,1055.60,777.80,28.00,27.77
288.00,181.38,0.00,167.01,169.59,7.56,1055.60,777.80,56.00,35.57
289.00,181.38,0.00,167.01,169.59,7.56,1055.60,777.80,100.00,45.36
290.00,182.04,45.21,121.97,170.21,8.19,1059.40,780.65,3.00,7.31
291.00,182.04,45.21,121.97,170.21,8.19,1059.40,780.65,14.00,21.50
292.00,182.04,45.21,121.97,170.21,8.19,1059.40,780.65,28.00,31.26
293.00,182.04,45.21,121.97,170.21,8.19,1059.40,780.65,56.00,43.49
294.00,182.04,45.21,121.97,170.21,8.19,1059.40,780.65,100.00,48.67
295.00,168.88,42.22,124.25,158.33,10.83,1080.80,796.15,3.00,7.39
296.00,168.88,42.22,124.25,158.33,10.83,1080.80,796.15,14.00,23.51
297.00,168.88,42.22,124.25,158.33,10.83,1080.80,796.15,28.00,31.11
298.00,168.88,42.22,124.25,158.33,10.83,1080.80,796.15,56.00,39.14
299.00,168.88,42.22,124.25,158.33,10.83,1080.80,796.15,100.00,48.15
300.00,290.35,0.00,96.18,168.08,9.41,961.18,865.00,3.00,22.50
301.00,290.35,0.00,96.18,168.08,9.41,961.18,865.00,14.00,34.67
302.00,290.35,0.00,96.18,168.08,9.41,961.18,865.00,28.00,34.73
303.00,290.35,0.00,96.18,168.08,9.41,961.18,865.00,56.00,45.08
304.00,290.35,0.00,96.18,168.08,9.41,961.18,865.00,100.00,48.97
305.00,277.05,0.00,97.39,160.60,11.83,973.90,875.61,3.00,23.13
306.00,277.05,0.00,97.39,160.60,11.83,973.90,875.61,14.00,41.88
307.00,277.05,0.00,97.39,160.60,11.83,973.90,875.61,28.00,48.28
308.00,277.05,0.00,97.39,160.60,11.83,973.90,875.61,56.00,51.03
309.00,277.05,0.00,97.39,160.60,11.83,973.90,875.61,100.00,55.64
310.00,295.71,0.00,95.64,171.54,8.87,955.14,859.20,3.00,22.94
311.00,295.71,0.00,95.64,171.54,8.87,955.14,859.20,14.00,35.23
312.00,295.71,0.00,95.64,171.54,8.87,955.14,859.20,28.00,39.94
313.00,295.71,0.00,95.64,171.54,8.87,955.14,859.20,56.00,48.71
314.00,295.71,0.00,95.64,171.54,8.87,955.14,859.20,100.00,52.04
315.00,251.81,0.00,99.94,146.14,12.35,1006.00,899.76,3.00,21.02
316.00,251.81,0.00,99.94,146.14,12.35,1006.00,899.76,14.00,33.35
317.00,251.81,0.00,99.94,146.14,12.35,1006.00,899.76,28.00,33.94
318.00,251.81,0.00,99.94,146.14,12.35,1006.00,899.76,56.00,44.14
319.00,251.81,0.00,99.94,146.14,12.35,1006.00,899.76,100.00,45.36
320.00,249.10,0.00,98.75,158.11,12.80,987.76,889.01,3.00,15.36
321.00,249.10,0.00,98.75,158.11,12.80,987.76,889.01,14.00,28.68
322.00,249.10,0.00,98.75,158.11,12.80,987.76,889.01,28.00,30.84
323.00,249.10,0.00,98.75,158.11,12.80,987.76,889.01,56.00,42.03
324.00,249.10,0.00,98.75,158.11,12.80,987.76,889.01,100.00,51.05
325.00,252.31,0.00,98.75,146.25,14.17,987.76,889.01,3.00,21.78
326.00,252.31,0.00,98.75,146.25,14.17,987.76,889.01,14.00,42.29
327.00,252.31,0.00,98.75,146.25,14.17,987.76,889.01,28.00,50.60
328.00,252.31,0.00,98.75,146.25,14.17,987.76,889.01,56.00,55.82
329.00,252.31,0.00,98.75,146.25,14.17,987.76,889.01,100.00,60.94
330.00,246.83,0.00,125.08,143.30,11.99,1086.80,800.89,3.00,23.52
331.00,246.83,0.00,125.08,143.30,11.99,1086.80,800.89,14.00,42.21
332.00,246.83,0.00,125.08,143.30,11.99,1086.80,800.89,28.00,52.50
333.00,246.83,0.00,125.08,143.30,11.99,1086.80,800.89,56.00,60.32
334.00,246.83,0.00,125.08,143.30,11.99,1086.80,800.89,100.00,66.42
335.00,275.07,0.00,121.35,159.48,9.90,1053.60,777.50,3.00,23.80
336.00,275.07,0.00,121.35,159.48,9.90,1053.60,777.50,14.00,38.76
337.00,275.07,0.00,121.35,159.48,9.90,1053.60,777.50,28.00,51.33
338.00,275.07,0.00,121.35,159.48,9.90,1053.60,777.50,56.00,56.84
339.00,275.07,0.00,121.35,159.48,9.90,1053.60,777.50,100.00,58.60
340.00,297.16,0.00,117.54,174.80,9.52,1022.80,753.45,3.00,21.91
341.00,297.16,0.00,117.54,174.80,9.52,1022.80,753.45,14.00,36.99
342.00,297.16,0.00,117.54,174.80,9.52,1022.80,753.45,28.00,47.40
